Timestamp,participacion,s1_edad,s1_genero,s1_experiencia_clinica,s1_educacion,s1_titulo_terciario,s1_titulo,s1_no_titulo_universitario,s1_horas_semana_pacientes_atendidos,s1_contexto_trabajo,s1_orientacion_teo,s1_marco_teo_terapia_basada_arte,s1_marco_teo_psa,s1_marco_teo_tcc,s1_marco_teo_humanista,s1_marco_teo_eclectico,s2_evidencia_cientifica,s2_experiencia_personal,s2_entrenamiento_clinica,s2_tratamiento_preferencia_consultantes,s2_intuicion,s2_terapia_personal,s3_tratamiento_personal_consultantes,s3_investigacion_empirica_ensayos_controlados,s3_supervision,s3_estudios_de_caso,s3_discusion_pares,s3_libros,s3_observaciones_casos_clinicos,s3_medidas_resultado,s3_guias_manuales_clinicos,s4_apertura_terapias_desarrolladas_por_investigadores,s4_actualizacion_info_cientifica,s4_formacion_enfasis_investigacion,s4_supervisores_terapia_evidencia_requerimiento,s4_tratamientos_cientificos_eficientes,s4_atraer_consultantes_con_tbe,s4_hallazgos_cientificos_practica_diaria,s4_nueva_terapia_intento,s4_interes_aprender_tbe,s4_tratamientos_utilizados_base_empirica,s4_complejidad_consultantes_ensayos_clinicos,s4_consultantes_prefieren_otros_tratamientos,s4_terapia_manualizada,s4_diagnosticos_utilizados_son_simples,s4_tratamientos_preferencia_no_probados_ensayo_controlado,s4_enfoque_tratamiento_individual,s4_no_tiempo_aprender_tbe,s4_capacitacion_tbe_demasiado_dinero,s4_no_saber_tbe,s4_entrenamiento_clinico_no_info_tbe,s4_alianza_terapeutica_mas_importante,s4_terapias_igualmente_efectivas,s4_empleador_no_fondos_capacitacion_tbe,s4_exp_clinica_mas_importante_que_evidencia_cientifica,claridad_preguntas,claridad_preguntas_comentario,pregunta_inapropiada,pregunta_inapropiada_comentario,preguntas_adicionales,preguntas_adicionales_sugerencias,comentario_extra,formacion_publica_vs_privada,¿Le parecieron claras todas las preguntas?.1,"En el caso de que haya respondido NO, ¿cuál/es no le parecieron CLARAS y por qué?.1",¿Cree que alguna pregunta es inapropiada?.1,"En el caso de que haya respondido SÍ, ¿cuál/es no le parecieron APROPIADAS y por qué?",¿Considera que se podrían hacer otras preguntas que aporten información valiosa a lo que se intenta estudiar?.1,"En el caso de que haya respondido SÍ, ¿cuál/es?.1",¿Le gustaría agregar otro comentario?.1,provincia_residencia,consentimiento_informado
2/24/2023 18:59:04,Sí,37.0,Género no Binario,2.0,Carrera de Especialización,,Lic. en Psicología,,12.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia Dialéctico Conductual",,,6.0,6.0,6.0,2.0,4.0,6.0,6.0,0.0,6.0,4.0,5.0,6.0,2.0,5.0,5.0,5.0,7.0,3.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,5.0,1.0,4.0,4.0,2.0,6.0,2.0,,,,,,,,Privada,Sí,,No,,No,,,Provincia de Buenos Aires,
2/24/2023 19:12:43,Sí,25.0,Femenino,0.7,Licenciatura de Grado,,Lic. en Psicología,,16.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta",,,7.0,7.0,5.0,1.0,1.0,1.0,5.0,7.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0,7.0,7.0,5.0,4.0,5.0,4.0,7.0,5.0,7.0,6.0,7.0,4.0,3.0,5.0,0.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,2.0,,,,,,,,Pública,Sí,,No,,No,,,Provincia de Buenos Aires,
2/24/2023 19:25:51,Sí,47.0,Femenino,25.0,Posdoctorado,,Lic. en Psicología,,40.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,Freudiano,,,,4.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,0.0,8.0,8.0,7.0,0.0,0.0,4.0,8.0,8.0,8.0,1.0,4.0,4.0,0.0,7.0,,,,,,,,Privada,Sí,,No,,No,,,Ciudad Autónoma de Buenos Aires (CABA),
2/24/2023 20:14:37,Sí,27.0,Femenino,1.4,Licenciatura de Grado,,Lic. en Psicología,,45.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia Dialéctico Conductual",,,5.0,6.0,6.0,5.0,4.0,5.0,6.0,4.0,2.0,3.0,7.0,6.0,6.0,2.0,4.0,5.0,7.0,6.0,0.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,0.0,4.0,3.0,4.0,6.0,3.0,,,,,,,,Privada,Sí,,No,,No,,,La Rioja,
2/24/2023 21:17:39,Sí,24.0,Masculino,0.7,Licenciatura de Grado,,Lic. en Psicología,,15.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual",,,7.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,6.0,7.0,1.0,4.0,7.0,7.0,8.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,5.0,4.0,4.0,4.0,1.0,7.0,2.0,5.0,1.0,4.0,1.0,1.0,0.0,2.0,,,,,,,,Pública,No,Creo que algunas afirmaciones de la cuarta sección fueron muy especificas ,No,,No,,Nada aguante esta investigación ,Provincia de Buenos Aires,
2/24/2023 21:25:05,Sí,33.0,Femenino,4.0,Carrera de Especialización,,Lic. en Psicología,,30.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia de Aceptación y Compromiso, Terapia Analítico Funcional, Terapia basada en Mindfulness",,,7.0,7.0,7.0,4.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,7.0,6.0,4.0,7.0,3.0,7.0,7.0,6.0,7.0,7.0,5.0,4.0,5.0,7.0,6.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,,,,,,,,Pública,Sí,,No,,No,,,Chaco,
2/24/2023 21:41:23,Sí,29.0,Femenino,1.6,Licenciatura de Grado,,Lic. en Psicología,,27.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,Psicoanálisis,3.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,3.0,7.0,5.0,1.0,3.0,3.0,3.0,4.0,7.0,7.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,1.0,7.0,3.0,7.0,4.0,2.0,7.0,4.0,,,,,,,,Pública,Sí,,No,,No,,,Ciudad Autónoma de Buenos Aires (CABA),
2/24/2023 22:51:13,Sí,38.0,Femenino,11.0,Carrera de Especialización,,Lic. en Psicología,,40.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,2.0,7.0,7.0,1.0,0.0,7.0,4.0,2.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,0.0,8.0,8.0,7.0,4.0,0.0,7.0,8.0,8.0,8.0,8.0,1.0,7.0,8.0,4.0,,,,,,,,Pública,Sí,,No,,No,,,Provincia de Buenos Aires,
2/25/2023 8:30:55,Sí,31.0,Femenino,1.6,Licenciatura de Grado,,Lic. en Psicología,,15.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,2.0,5.0,7.0,5.0,3.0,7.0,5.0,0.0,4.0,3.0,5.0,4.0,7.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,7.0,7.0,1.0,5.0,7.0,4.0,7.0,4.0,,,,,,,,Pública,Sí,,No,,No,,,Ciudad Autónoma de Buenos Aires (CABA),4.0
2/25/2023 10:38:18,Sí,27.0,Femenino,0.5,Licenciatura de Grado,,Lic. en Psicología,,6.0,Particular ,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual, Terapia Analítico Funcional",,,7.0,2.0,4.0,1.0,3.0,5.0,7.0,5.0,4.0,3.0,6.0,7.0,5.0,4.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,6.0,6.0,5.0,4.0,5.0,3.0,5.0,3.0,6.0,1.0,6.0,3.0,2.0,5.0,3.0,,,,,,,,Pública,Sí,,No,,No,,,Provincia de Buenos Aires,7.0
2/25/2023 10:50:15,Sí,57.0,Femenino,30.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Emdr,,,,,,7.0,7.0,7.0,7.0,3.0,7.0,7.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,6.0,4.0,4.0,4.0,6.0,7.0,6.0,7.0,4.0,4.0,7.0,4.0,2.0,7.0,2.0,0.0,2.0,2.0,6.0,1.0,7.0,4.0,,,,,,,,Pública,Sí,,No,,No,,,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/25/2023 11:22:04,Sí,34.0,Femenino,9.7,Carrera de Especialización,,Lic. en Psicología,,35.0,"Ámbito Público (hospital u otro), Ámbito Privado",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta",,,6.0,6.0,3.0,2.0,2.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,2.0,5.0,6.0,6.0,6.0,5.0,4.0,6.0,4.0,6.0,2.0,6.0,6.0,7.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,4.0,,,,,,,,Privada,Sí,,No,,No,,,Ciudad Autónoma de Buenos Aires (CABA),3.0
2/25/2023 11:23:14,Sí,38.0,Masculino,15.0,Máster,,Lic. en Psicología,,40.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,Lacaniano,,,,2.0,1.0,3.0,1.0,1.0,6.0,7.0,0.0,7.0,6.0,6.0,7.0,6.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,3.0,8.0,1.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0,8.0,8.0,2.0,8.0,4.0,1.0,4.0,6.0,,,,,,,,Privada,Sí,,No,,No,,,Ciudad Autónoma de Buenos Aires (CABA),1.0
2/25/2023 11:47:16,Sí,30.0,Masculino,4.9,Licenciatura de Grado,,Lic. en Psicología,,32.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia de Conducta,,,6.0,5.0,6.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,5.0,7.0,6.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,Privada,Sí,,No,,No,,,Mendoza,4.0
2/25/2023 12:04:14,Sí,35.0,Masculino,3.0,Licenciatura de Grado,,Lic. en Psicología,,42.0,"Ámbito Público (hospital u otro), Ámbito Privado",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual",,,7.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,7.0,3.0,1.0,7.0,7.0,7.0,7.0,0.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,2.0,1.0,4.0,0.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,Pública,Sí,,No,,No,,,Provincia de Buenos Aires,7.0
2/25/2023 12:30:00,Sí,33.0,Femenino,1.7,Licenciatura de Grado,,Lic. en Psicología,,16.0,"Ámbito Público (hospital u otro), Ámbito Privado",Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Psicoanálisis",5.0,7.0,7.0,1.0,4.0,4.0,7.0,4.0,4.0,1.0,4.0,6.0,1.0,1.0,6.0,6.0,7.0,1.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,2.0,7.0,7.0,4.0,1.0,6.0,7.0,1.0,4.0,3.0,1.0,0.0,4.0,,,,,,,,Pública,Sí,,No,,No,,,Provincia de Buenos Aires,7.0
2/25/2023 12:47:03,Sí,31.0,Masculino,2.3,Licenciatura de Grado,,Lic. en Psicología,,35.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta",,,7.0,4.0,5.0,2.0,3.0,1.0,5.0,5.0,1.0,5.0,7.0,3.0,0.0,0.0,5.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,4.0,7.0,5.0,7.0,5.0,4.0,0.0,0.0,6.0,6.0,7.0,1.0,7.0,5.0,2.0,0.0,5.0,,,,,,,,Privada,Sí,,No,,No,,,Mendoza,6.0
2/25/2023 12:48:09,Sí,26.0,Femenino,1.7,Licenciatura de Grado,,Lic. en Psicología,,35.0,"Ámbito Privado, Obra Social o Prepaga",Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Sistémica",6.0,7.0,6.0,3.0,0.0,4.0,7.0,7.0,7.0,0.0,7.0,7.0,5.0,7.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,5.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,,,,,,,,Privada,Sí,,No,,No,,,Mendoza,7.0
2/25/2023 12:56:20,Sí,28.0,Femenino,1.5,Carrera de Especialización,,Lic. en Psicología,,20.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual",,,7.0,4.0,5.0,3.0,6.0,7.0,5.0,5.0,5.0,3.0,7.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,4.0,5.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,,,,,,,,Pública,Sí,,No,,No,,,Provincia de Buenos Aires,7.0
2/25/2023 13:00:26,Sí,30.0,Masculino,1.0,Licenciatura de Grado,,Lic. en Psicología,,10.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Mas integrativo,,,7.0,3.0,3.0,6.0,1.0,6.0,5.0,5.0,5.0,0.0,0.0,6.0,1.0,2.0,4.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,2.0,8.0,7.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,4.0,1.0,0.0,1.0,,,,,,,,Privada,Sí,,No,,No,,,Corrientes,7.0
2/25/2023 13:03:52,Sí,29.0,Masculino,5.0,Licenciatura de Grado,,Lic. en Psicología,,50.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano",,,,0.0,7.0,7.0,0.0,0.0,3.0,7.0,0.0,7.0,0.0,5.0,7.0,7.0,0.0,0.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,7.0,4.0,8.0,5.0,,,,,,,,Pública,Sí,,No,,No,,,Ciudad Autónoma de Buenos Aires (CABA),7.0
2/25/2023 13:06:08,Sí,28.0,Masculino,2.3,Licenciatura de Grado,,Lic. en Psicología,,45.0,"Ámbito Privado, Obra Social o Prepaga, Hospital privado que trabaja con prepagas ",Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Analítico Funcional",,,6.0,7.0,5.0,5.0,4.0,4.0,4.0,5.0,7.0,6.0,6.0,7.0,4.0,2.0,6.0,7.0,7.0,6.0,6.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,2.0,6.0,6.0,1.0,6.0,2.0,6.0,1.0,2.0,3.0,2.0,0.0,3.0,,,,,,,,Pública,Sí,,No,,Sí,Preguntas en referencia el método de estudio autodidacta. Estimo que en argentina es más común conocer un modelo terapéutico por este medio que mediante el pago de entrenamientos. ,"En referencia a los cursos y entrenamientos. Considero que uno puede profundizar más con la lectura de libros que pagando cursos que acaban siendo muy básicos. En ese sentido encontré mucho más útil la supervisión con expertos formados en los modelos que pretendo aprender a aplicar. 
En referencia a la pregunto por la la importancia de la alianza terapéutica por sobre el modelo terapéutico, comparto la opinión de terapeutas que definen la alianza como el resultado de las intervenciones y no como un elemento a parte. Por eso me costó responder a la pregunta. 
Muy entretenida la encuentra !! Saludos ",Provincia de Buenos Aires,3.0
2/25/2023 13:16:41,Sí,30.0,Femenino,4.0,Carrera de Especialización,Especialista en Clínica Sistémica ,Lic. en Psicología,,8.0,Ámbito Privado,Sistémica,,,,,,6.0,1.0,2.0,2.0,1.0,1.0,6.0,3.0,4.0,4.0,6.0,5.0,4.0,3.0,5.0,5.0,7.0,6.0,7.0,7.0,3.0,6.0,0.0,7.0,6.0,8.0,0.0,4.0,0.0,2.0,6.0,2.0,6.0,2.0,1.0,5.0,1.0,0.0,2.0,,,,,,,,Pública,No,"En lugar de 0 para NSNC, agregaría directamente""NSNC"", después en tal caso uds lo clasifican como 0. Lo mismo con la rta valor 8 ",No,,No,,,Ciudad Autónoma de Buenos Aires (CABA),6.0
